index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,wait_time
3391,Dover Cliffs,long-term care home,Nursing and residential care facilities,Province of Ontario,,501,st george street,N0A 1N0,port dover,on,,Norfolk County,3528052,35,42.78788949,-80.20786437,216
3267,Corporation of the City of St. Thomas - Valleyview Home,community support service,Ambulatory health care services,Province of Ontario,,350,burwell road,N5P 0A3,saint thomas,on,,St. Thomas,3534021,35,42.80412155,-81.15985057,286
5377,Southwest Ontario Aboriginal Health Access Centre (Css),community support service,Ambulatory health care services,Province of Ontario,,77,anishnaabeg drive,N0L 1Y0,muncey,on,,Chippewas of the Thames First Nation 42,3539017,35,42.80845733,-81.53664599,33
4654,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: Yoyantle' Na' Tuhuwatisni),long-term care home,Nursing and residential care facilities,Province of Ontario,,2229,elm avenue,N0L 2G0,southwold,on,,Oneida 41,3539021,35,42.81734514,-81.41178225,246
4652,Oneida First Nation of the Thames,community support service,Ambulatory health care services,Province of Ontario,,2212,elm avenue,N0L 2G0,southwold,on,,Oneida 41,3539021,35,42.81935384,-81.40965495,223
3151,Chippewas of the Thames Band (Css),community support service,Ambulatory health care services,Province of Ontario,,,,N0H 2L0,muncey,on,,Chippewas of the Thames First Nation 42,3539017,35,42.82015534,-81.44030796,96
2858,Caressant Care Courtland,long-term care home,Nursing and residential care facilities,Province of Ontario,,4850,highway 59,N0J 1E0,courtland,on,,Norfolk County,3528052,35,42.83110128,-80.63239781,27
5273,Simcoe Heritage Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,182,norfolk street s,N3Y 2W4,simcoe,on,,Norfolk County,3528052,35,42.8331043,-80.3030857,229
3218,Community Addiction and Mental Health Services of Haldimand and Norfolk,mental health and addiction organization,Ambulatory health care services,Province of Ontario,,50,orchard avenue,N3Y 3H1,simcoe,on,,Norfolk County,3528052,35,42.8343442,-80.31537241,123
5062,Rosewood Senior Living Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,121,colborne street s,N3Y 4H4,simcoe,on,,Norfolk County,3528052,35,42.8343442,-80.3049921,219
4516,Norfolk General Hospital,general,Hospitals,Public Health Agency of Canada,,365,west st,N3Y 1T7,simcoe,on,365 west st. simcoe on n3y 1t7,Norfolk County,3528052,35,42.8354184,-80.3145314,86
4608,Norview Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,44,rob blake way,N3Y 4L8,simcoe,on,,Norfolk County,3528052,35,42.8372838,-80.33304111,27
4284,Maple Lodge Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,154,maple street,N3Y 2G6,simcoe,on,,Norfolk County,3528052,35,42.8407145,-80.31065081,124
2920,Cedarwood Village,long-term care home,Nursing and residential care facilities,Province of Ontario,,500,queensway w,N3Y 4R4,simcoe,on,,Norfolk County,3528052,35,42.8408326,-80.32971141,133
3361,Delhi Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,750,gibraltar street,N4B 3B3,delhi,on,,Norfolk County,3528052,35,42.8420406,-80.4905752,54
2912,Cedar Crossing Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,395,cedar street,N3Y 2N3,simcoe,on,,Norfolk County,3528052,35,42.8420917,-80.32018271,69
3367,Delrose Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,725,gibraltar street,N4B 3C7,delhi,on,,Norfolk County,3528052,35,42.84253499,-80.49026886,183
3729,Haldimand Norfolk Work Group of Simcoe (Hnwgs),mental health and addiction organization,Ambulatory health care services,Province of Ontario,,447,queensway w,N3Y 2N4,simcoe,on,,Norfolk County,3528052,35,42.8431732,-80.32437671,141
3732,Haldimand-Norfolk Health Unit,public health unit office,Ambulatory health care services,Province of Ontario,,12,gilbertson drive,N3Y 4L1,simcoe,on,,Norfolk County,3528052,35,42.8480811,-80.30364261,173
3368,Dementia Alliance,community support service,Ambulatory health care services,Province of Ontario,,645,norfolk street n,N3Y 3R2,simcoe,on,,Norfolk County,3528052,35,42.8513806,-80.30845961,27
3360,Delhi Fht,family health team - contract,Ambulatory health care services,Province of Ontario,,105,main street of delhi,N4B 2L8,delhi,on,,Norfolk County,3528052,35,42.85626649,-80.49705007,181
3805,Harvest Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,15,harvest avenue,N4G 0E2,tillsonburg,on,,Tillsonburg,3532004,35,42.85929058,-80.70325263,288
4285,Maple Manor Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,73,bidwell street,N4G 3T8,tillsonburg,on,,Tillsonburg,3532004,35,42.86006238,-80.72991974,62
6096,Woodingford Lodge - Tillsonburg,long-term care home,Nursing and residential care facilities,Province of Ontario,,52,venison street w,N4G 1V1,tillsonburg,on,,Tillsonburg,3532004,35,42.86207678,-80.73465634,167
5748,Tillsonburg District Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,167,rolph st,N4G 3Y9,tillsonburg,on,167 rolph st. tillsonburg on n4g 3y9,Tillsonburg,3532004,35,42.863122,-80.734751,185
5749,Tillsonburg Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,183,rolph street n,N4G 3Y9,tillsonburg,on,,Tillsonburg,3532004,35,42.86422338,-80.73640254,37
4438,Multi-Service Centre,community support service,Ambulatory health care services,Province of Ontario,,96,tillson avenue,N4G 3A1,tillsonburg,on,,Tillsonburg,3532004,35,42.86541598,-80.72278514,212
2929,Central Lambton Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,,4130,glenview avenue,N0N 1R0,petrolia,on,,Petrolia,3538019,35,42.87707,-82.148697,17
3555,Fiddick's Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,437,first avenue,N0N 1R0,petrolia,on,,Petrolia,3538019,35,42.877897,-82.135951,61
2678,Bluewater Health - Petrolia (Charlotte Eleanor Englehart Hospital),hospital - site,Hospitals,Province of Ontario,,450,blanche street,N0N 1R0,petrolia,on,,Petrolia,3538019,35,42.87826,-82.147367,200
4485,Niagara Health System - Port Colborne General Site,general,Hospitals,Public Health Agency of Canada,,260,sugarloaf st,L3K 2N7,port colborne,on,260 sugarloaf st. port colborne on l3k 2n7,Port Colborne,3526011,35,42.8797041,-79.2586964,249
2438,Albany Retirement Village,retirement home,Nursing and residential care facilities,Province of Ontario,,423,albany street,N0N 1R0,petrolia,on,,Petrolia,3538019,35,42.88016952,-82.14880159,199
4598,Northland Pointe,long-term care home,Nursing and residential care facilities,Province of Ontario,,2,fielden avenue,L3K 6G4,port colborne,on,,Port Colborne,3526011,35,42.8807752,-79.2576692,260
4139,Lambton Meadowview Villa,long-term care home,Nursing and residential care facilities,Province of Ontario,,3958,petrolia line,N0N 1R0,petrolia,on,,Enniskillen,3538016,35,42.88448582,-82.16482359,108
4178,Leisure Living Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,98,talbot street e,N0A 1J0,jarvis,on,,Haldimand County,3528018,35,42.88603672,-80.10467015,221
4812,Portal Village Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,300,elgin street,L3K 6A3,port colborne,on,,Port Colborne,3526011,35,42.88749045,-79.26194028,62
3605,Gardenview Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,72,town centre drive,N0A 1S0,townsend,on,,Haldimand County,3528018,35,42.88836551,-80.14081206,231
3733,Haldimand-Norfolk Women's Services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,,,N1N 1N1,dunnville,on,,Haldimand County,3528018,35,42.90354584,-79.61700779,213
3606,Garrison Place,retirement home,Nursing and residential care facilities,Province of Ontario,,373,garrison road,L2A 1N1,fort erie,on,,Fort Erie,3526003,35,42.90403357,-78.92909258,74
2719,Bridges Community Health Centre,children's treatment centre,Ambulatory health care services,Province of Ontario,,1485,garrison road,L2A 1P8,fort erie,on,,Fort Erie,3526003,35,42.90410417,-78.97151339,159
3730,Haldimand War Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,400,broad street w,N1A 2P7,dunnville,on,206 john st. dunnville on n1a 2p7,Haldimand County,3528018,35,42.904968,-79.6249358,220
5815,True Experience Supportive Housing and Community Work Program,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,201,forest street e,N1A 3G5,dunnville,on,,Haldimand County,3528018,35,42.90596624,-79.61237569,120
3439,Edgewater Gardens Long Term Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,428,broad street w,N1A 1T3,dunnville,on,,Haldimand County,3528018,35,42.90614674,-79.625957,244
3682,Grandview Lodge / Dunnville,long-term care home,Nursing and residential care facilities,Province of Ontario,,657,lock street w,N1A 1V9,dunnville,on,,Haldimand County,3528018,35,42.90834644,-79.6340154,147
2565,Ashwood Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,79,david street,N6P 1B4,london,on,,London,3539036,35,42.90973516,-81.28913502,271
2556,Arid Group Homes (Niagara),mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,89,queen street,L2A 1T9,fort erie,on,,Fort Erie,3526003,35,42.90986347,-78.91451317,79
3331,Crescent Park Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,4,hagey avenue,L2A 5M5,fort erie,on,,Fort Erie,3526003,35,42.91044887,-78.92320857,218
4287,Maple Park Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,6,hagey avenue,L2A 5M5,fort erie,on,,Fort Erie,3526003,35,42.91045417,-78.92271967,203
4479,Niagara Health System - Douglas Memorial Hospital,general,Hospitals,Public Health Agency of Canada,,230,bertie st,L2A 1Z2,fort erie,on,230 bertie st. fort erie on l2a 1z2,Fort Erie,3526003,35,42.9124531,-78.9241185,219
4898,Redstacks Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,303,niagara boulevard,L2A 3H1,fort erie,on,,Fort Erie,3526003,35,42.91807758,-78.91163277,86
3631,Gilmore Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,50,gilmore road,L2A 2M1,fort erie,on,,Fort Erie,3526003,35,42.92080238,-78.91490397,49
4386,Middlesex Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,2094,gideon drive,N0L 1E0,delaware,on,,Middlesex Centre,3539033,35,42.92353736,-81.42514196,149
3349,Dayspring Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,332787,plank line,N4G 4H1,tillsonburg,on,,South-West Oxford,3532012,35,42.923935,-80.765673,150
3651,Golden Pond Retirement Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,39,alice street,N0E 1Y0,waterford,on,,Norfolk County,3528052,35,42.93481642,-80.29271571,56
2408,Aamjiwnaang First Nation Chippewas of Sarnia,community support service,Ambulatory health care services,Province of Ontario,,978,tashmoo avenue,N7T 7H5,sarnia,on,,Sarnia 45,3538025,35,42.93600731,-82.41599187,62
5705,the Village of Glendale Crossing,long-term care home,Nursing and residential care facilities,Province of Ontario,,3030,singleton avenue,N6L 0B6,london,on,,London,3539036,35,42.93894787,-81.27180372,136
3266,Corporation of the City of London,community support service,Ambulatory health care services,Province of Ontario,,710,southdale road e,N6E 1R8,london,on,,London,3539036,35,42.94410837,-81.2242039,150
3355,Dearness Home for Senior Citizens,long-term care home,Nursing and residential care facilities,Province of Ontario,,710,southdale road e,N6E 1R8,london,on,,London,3539036,35,42.94410837,-81.2242039,120
4349,Meadow Park (London),long-term care home,Nursing and residential care facilities,Province of Ontario,,1210,southdale road e,N6E 1B4,london,on,,London,3539036,35,42.94667847,-81.2020519,190
4215,Longworth Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,600,longworth road,N6K 4X9,london,on,,London,3539036,35,42.95010837,-81.30690393,295
6034,Westmount Gardens Long Term Care Home,long-term care home,Nursing and residential care facilities,Province of Ontario,,590,longworth road,N6K 4X9,london,on,,London,3539036,35,42.95042607,-81.30566973,16
5969,Watford Quality Care Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,344,victoria street,N0M 2S0,watford,on,,Warwick,3538043,35,42.95217584,-81.88556091,100
3089,Chartwell Royalcliffe Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,609,wharncliffe road s,N6J 2N7,london,on,,London,3539036,35,42.95257037,-81.26148042,273
2737,Brookside Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,,7835,confederation line,N0M 2S0,watford,on,,Warwick,3538043,35,42.95519614,-81.88315661,13
5424,St. Joseph's Health Care London - Parkwood,hospital - site,Hospitals,Province of Ontario,,550,wellington road,N6C 0A7,london,on,,London,3539036,35,42.9554185,-81.2252717,197
4715,Parkwood Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,801,commissioners rd e,N6C 5J1,london,on,801 commissioners rd. e. london on n6c 5j1,London,3539036,35,42.9554185,-81.2252718,16
5492,Strathmere Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,,599,albert street,N7G 3J3,strathroy,on,,Strathroy-Caradoc,3539015,35,42.95570205,-81.64392804,261
3991,Inspirit Residences,retirement home,Nursing and residential care facilities,Province of Ontario,,81,base line road w,N6J 4Y5,london,on,,London,3539036,35,42.95800837,-81.26640392,258
5172,Seasons Strathroy,retirement home,Nursing and residential care facilities,Province of Ontario,,3230,napperton drive,N7G 0C4,strathroy,on,,Strathroy-Caradoc,3539015,35,42.95827325,-81.64931664,241
3294,Country Terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,10072,oxbow drive,N0L 1R0,komoka,on,,Middlesex Centre,3539033,35,42.95867137,-81.43757387,197
6015,West Haldimand General Hospital,general,Hospitals,Public Health Agency of Canada,,75,parkview rd,N0A 1H0,hagersville,on,75 parkview rd. hagersville on n0a 1h0,Haldimand County,3528018,35,42.9587679,-80.0447807,119
3728,Haldimand Fht,family health team - contract,Ambulatory health care services,Province of Ontario,,170,brookfield boulevard,N1A 2Y4,hagersville,on,,Haldimand County,3528018,35,42.95989873,-80.05228964,198
